Date : 2020-11-18 01:17:56
Directory : /Users/paulkim/Desktop/csProject/RPQ-client
Total : 172 files,  27904 codes, 313 comments, 1057 blanks, all 29274 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| src/components/atoms/linewidth                                                                                               |          2 |         42 |          0 |          9 |         51 |
| src/components/atoms/link                                                                                                    |          2 |         52 |          1 |          7 |         60 |
| src/components/atoms/paragraph                                                                                               |          2 |         54 |          0 |          8 |         62 |
| src/components/atoms/roundButton                                                                                             |          2 |         79 |          0 |         13 |         92 |
| src/components/atoms/span                                                                                                    |          2 |         54 |          0 |          8 |         62 |
| src/components/atoms/squareButton                                                                                            |          2 |         72 |          0 |          9 |         81 |
| src/components/atoms/title                                                                                                   |          2 |         29 |          0 |          7 |         36 |
| src/components/modules                                                                                                       |         49 |      2,842 |        176 |        337 |      3,355 |
| src/components/modules/ButtonList                                                                                            |          2 |         56 |          0 |         10 |         66 |
| src/components/modules/availableGameItem                                                                                     |          2 |        100 |          0 |         10 |        110 |
| src/components/modules/colorPicker                                                                                           |          2 |         65 |          0 |         10 |         75 |
| src/components/modules/form                                                                                                  |          9 |        812 |         14 |        100 |        926 |
| src/components/modules/form/Formik                                                                                           |          7 |        267 |          4 |         38 |        309 |
| src/components/modules/form/Formik/FieldTypes                                                                                |          4 |        173 |          3 |         24 |        200 |
| src/components/modules/gameProgress                                                                                          |          3 |        154 |          0 |         14 |        168 |
| src/components/modules/gameResultItem                                                                                        |          2 |         89 |          0 |         14 |        103 |
| src/components/modules/infiniteScroll                                                                                        |          3 |        113 |         12 |         17 |        142 |
| src/components/modules/lineWidthController                                                                                   |          2 |         60 |          8 |          8 |         76 |
| src/components/modules/list                                                                                                  |          2 |        105 |          1 |         11 |        117 |
| src/components/modules/modal                                                                                                 |          3 |        100 |          0 |         16 |        116 |
| src/components/modules/pagination                                                                                            |          2 |         46 |          0 |          8 |         54 |
| src/components/modules/profileCard                                                                                           |          2 |         62 |          0 |          9 |         71 |
| src/components/modules/rankingItem                                                                                           |          2 |        113 |          0 |         14 |        127 |
| src/components/modules/responsiveContainer                                                                                   |          2 |         48 |          0 |          6 |         54 |
| src/components/modules/roomUserItem                                                                                          |          2 |        111 |          0 |         15 |        126 |
| src/components/modules/slider                                                                                                |          4 |        681 |        141 |         52 |        874 |
| src/components/modules/socialButton                                                                                          |          3 |         51 |          0 |         12 |         63 |
| src/components/modules/waitingItem                                                                                           |          2 |         76 |          0 |         11 |         87 |
| src/components/templates                                                                                                     |         39 |      2,034 |         28 |        275 |      2,337 |
| src/components/templates/Drawing                                                                                             |          2 |        204 |          1 |         22 |        227 |
| src/components/templates/GameResults                                                                                         |          2 |        106 |          0 |         12 |        118 |
| src/components/templates/GuessWord                                                                                           |          2 |         95 |         12 |         13 |        120 |
| src/components/templates/Home                                                                                                |          3 |         98 |          2 |         16 |        116 |
| src/components/templates/LeaderBoard                                                                                         |          3 |        121 |          8 |         14 |        143 |
| src/components/templates/Lobby                                                                                               |          2 |        192 |          0 |         17 |        209 |
| src/components/templates/Login                                                                                               |          2 |        136 |          0 |         22 |        158 |
| src/components/templates/MyPage                                                                                              |          2 |        105 |          0 |         10 |        115 |
| src/components/templates/NewGame                                                                                             |          2 |        188 |          1 |         12 |        201 |
| src/components/templates/Register                                                                                            |          2 |        129 |          0 |         21 |        150 |
| src/components/templates/SelectWord                                                                                          |          3 |        168 |          4 |         30 |        202 |
| src/components/templates/avatarModal                                                                                         |          2 |         53 |          0 |         10 |         63 |
| src/components/templates/disconnectMessageModal                                                                              |          2 |         87 |          0 |         16 |        103 |
| src/components/templates/enterCodeModal                                                                                      |          2 |         60 |          0 |          9 |         69 |
| src/components/templates/errorMessageModal                                                                                   |          2 |         63 |          0 |          8 |         71 |
| src/components/templates/logoutModal                                                                                         |          2 |         87 |          0 |         19 |        106 |
| src/components/templates/newGameModal                                                                                        |          2 |         79 |          0 |         11 |         90 |
| src/components/templates/waitingModal                                                                                        |          2 |         63 |          0 |         13 |         76 |
| src/contexts                                                                                                                 |          6 |        359 |          3 |         68 |        430 |
| src/firebase                                                                                                                 |          1 |         19 |         11 |          6 |         36 |
| src/pages                                                                                                                    |         15 |        642 |         44 |         90 |        776 |
| src/pages/Game                                                                                                               |          6 |         65 |          0 |         16 |         81 |
| src/styles                                                                                                                   |          3 |        279 |          2 |         21 |        302 |
| src/utils                                                                                                                    |          4 |         83 |          1 |         14 |         98 |
+------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                                     | language       | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| /Users/paulkim/Desktop/csProject/RPQ-client/.eslintrc.json                                                                   | JSON           |         20 |          0 |          1 |         21 |
| /Users/paulkim/Desktop/csProject/RPQ-client/.prettierrc                                                                      | JSON           |          3 |          0 |          1 |          4 |
| /Users/paulkim/Desktop/csProject/RPQ-client/README.md                                                                        | Markdown       |         38 |          0 |         33 |         71 |
| /Users/paulkim/Desktop/csProject/RPQ-client/database.rules.json                                                              | JSON           |          6 |          0 |          0 |          6 |
| /Users/paulkim/Desktop/csProject/RPQ-client/firebase.json                                                                    | JSON           |         14 |         36 |          0 |         50 |
| /Users/paulkim/Desktop/csProject/RPQ-client/firestore.indexes.json                                                           | JSON           |          4 |          0 |          1 |          5 |
| /Users/paulkim/Desktop/csProject/RPQ-client/firestore.rules                                                                  | Firebase Rules |          8 |          0 |          0 |          8 |
| /Users/paulkim/Desktop/csProject/RPQ-client/functions/index.js                                                               | JavaScript     |          1 |          7 |          2 |         10 |
| /Users/paulkim/Desktop/csProject/RPQ-client/functions/package-lock.json                                                      | JSON           |      1,805 |          0 |          1 |      1,806 |
| /Users/paulkim/Desktop/csProject/RPQ-client/functions/package.json                                                           | JSON           |         23 |          0 |          1 |         24 |
| /Users/paulkim/Desktop/csProject/RPQ-client/package-lock.json                                                                | JSON           |     18,187 |          0 |          1 |     18,188 |
| /Users/paulkim/Desktop/csProject/RPQ-client/package.json                                                                     | JSON           |         61 |          0 |          1 |         62 |
| /Users/paulkim/Desktop/csProject/RPQ-client/public/index.html                                                                | HTML           |         26 |          0 |          2 |         28 |
| /Users/paulkim/Desktop/csProject/RPQ-client/remoteconfig.template.json                                                       | JSON           |          0 |          0 |          1 |          1 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/IconButton/iconButton.jsx                                   | JavaScript     |         23 |          0 |          4 |         27 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/IconButton/iconButton.style.jsx                             | JavaScript     |         17 |          0 |          4 |         21 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/avatar/avatar.jsx                                           | JavaScript     |         41 |          0 |          4 |         45 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/avatar/avatar.style.jsx                                     | JavaScript     |         53 |          0 |          5 |         58 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Background.jsx                                   | JavaScript     |         58 |          0 |          4 |         62 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Background.style.jsx                             | JavaScript     |         19 |          0 |          4 |         23 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Cloud.jsx                                        | JavaScript     |         21 |          0 |          4 |         25 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/background/Cloud.style.jsx                                  | JavaScript     |         19 |          0 |          4 |         23 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/box/box.jsx                                                 | JavaScript     |         41 |          0 |          5 |         46 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/box/box.style.jsx                                           | JavaScript     |         33 |          0 |          8 |         41 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/button/button.jsx                                           | JavaScript     |         59 |          0 |          6 |         65 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/button/button.style.jsx                                     | JavaScript     |         49 |          0 |          9 |         58 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/canvas/canvas.jsx                                           | JavaScript     |        108 |          0 |         14 |        122 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/canvas/canvas.style.jsx                                     | JavaScript     |         27 |          0 |          4 |         31 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/container/container.jsx                                     | JavaScript     |         37 |          0 |          5 |         42 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/container/container.style.jsx                               | JavaScript     |         20 |          0 |          5 |         25 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/divider/divider.jsx                                         | JavaScript     |         23 |          0 |          5 |         28 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/divider/divider.style.jsx                                   | JavaScript     |         17 |          0 |          5 |         22 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/header/header.jsx                                           | JavaScript     |         54 |          0 |          5 |         59 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/header/header.style.jsx                                     | JavaScript     |         48 |          0 |          3 |         51 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/icon/icon.jsx                                               | JavaScript     |         72 |          4 |          6 |         82 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/image/image.jsx                                             | JavaScript     |         19 |          0 |          5 |         24 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/image/image.style.jsx                                       | JavaScript     |         17 |          0 |          4 |         21 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/input/input.jsx                                             | JavaScript     |        106 |          0 |          6 |        112 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/input/input.style.jsx                                       | JavaScript     |         64 |          0 |          8 |         72 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/linewidth/linewidth.jsx                                     | JavaScript     |         25 |          0 |          5 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/linewidth/linewidth.style.jsx                               | JavaScript     |         17 |          0 |          4 |         21 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/link/link.jsx                                               | JavaScript     |         36 |          1 |          4 |         41 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/link/link.style.jsx                                         | JavaScript     |         16 |          0 |          3 |         19 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/paragraph/paragraph.jsx                                     | JavaScript     |         40 |          0 |          5 |         45 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/paragraph/paragraph.style.jsx                               | JavaScript     |         14 |          0 |          3 |         17 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/roundButton/roundButton.jsx                                 | JavaScript     |         29 |          0 |          4 |         33 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/roundButton/roundButton.style.jsx                           | JavaScript     |         50 |          0 |          9 |         59 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/span/span.jsx                                               | JavaScript     |         40 |          0 |          5 |         45 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/span/span.style.jsx                                         | JavaScript     |         14 |          0 |          3 |         17 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/squareButton/squareButton.jsx                               | JavaScript     |         56 |          0 |          6 |         62 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/squareButton/squareButton.style.jsx                         | JavaScript     |         16 |          0 |          3 |         19 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/title/title.jsx                                             | JavaScript     |         20 |          0 |          4 |         24 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/atoms/title/title.style.jsx                                       | JavaScript     |          9 |          0 |          3 |         12 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/ButtonList/buttonList.jsx                                 | JavaScript     |         42 |          0 |          6 |         48 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/ButtonList/buttonList.style.jsx                           | JavaScript     |         14 |          0 |          4 |         18 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/availableGameItem/availableGameItem.jsx                   | JavaScript     |         68 |          0 |          4 |         72 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/availableGameItem/availableGameItem.style.jsx             | JavaScript     |         32 |          0 |          6 |         38 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/colorPicker/colorPicker.jsx                               | JavaScript     |         36 |          0 |          6 |         42 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/colorPicker/colorPicker.style.js                          | JavaScript     |         29 |          0 |          4 |         33 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikCounter.jsx                  | JavaScript     |         60 |          1 |          8 |         69 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikInput.jsx                    | JavaScript     |         23 |          0 |          4 |         27 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikRadio.jsx                    | JavaScript     |         56 |          1 |          7 |         64 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FieldTypes/FormikSelect.jsx                   | JavaScript     |         34 |          1 |          5 |         40 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FormikContainer.jsx                           | JavaScript     |         53 |          1 |          5 |         59 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FormikControl.jsx                             | JavaScript     |         24 |          0 |          4 |         28 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/Formik/FormikError.jsx                               | JavaScript     |         17 |          0 |          5 |         22 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/moduleForm.jsx                                       | JavaScript     |        402 |         10 |         40 |        452 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/form/moduleForm.style.jsx                                 | JavaScript     |        143 |          0 |         22 |        165 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameProgress/fakeDb.jsx                                   | JavaScript     |         41 |          0 |          1 |         42 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameProgress/gameProgress.jsx                             | JavaScript     |         72 |          0 |          7 |         79 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameProgress/gameProgress.style.jsx                       | JavaScript     |         41 |          0 |          6 |         47 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameResultItem/gameResultItem.jsx                         | JavaScript     |         52 |          0 |          5 |         57 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/gameResultItem/gameResultItem.style.jsx                   | JavaScript     |         37 |          0 |          9 |         46 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/infiniteScroll/infiniteScroll.jsx                         | JavaScript     |         69 |          4 |          8 |         81 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/infiniteScroll/infiniteScroll.style.jsx                   | JavaScript     |         11 |          0 |          3 |         14 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/infiniteScroll/useCustomHook.js                           | JavaScript     |         33 |          8 |          6 |         47 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/lineWidthController/lineWidthController.jsx               | JavaScript     |         41 |          0 |          5 |         46 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/lineWidthController/lineWidthController.style.jsx         | JavaScript     |         19 |          8 |          3 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/list/list.jsx                                             | JavaScript     |         79 |          1 |          7 |         87 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/list/list.style.jsx                                       | JavaScript     |         26 |          0 |          4 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/modal/modal.jsx                                           | JavaScript     |         43 |          0 |          6 |         49 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/modal/modal.stories.jsx                                   | JavaScript     |         24 |          0 |          5 |         29 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/modal/modal.style.jsx                                     | JavaScript     |         33 |          0 |          5 |         38 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/pagination/pagination.jsx                                 | JavaScript     |         31 |          0 |          4 |         35 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/pagination/pagination.style.jsx                           | JavaScript     |         15 |          0 |          4 |         19 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/profileCard/profileCard.jsx                               | JavaScript     |         36 |          0 |          4 |         40 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/profileCard/profileCard.style.jsx                         | JavaScript     |         26 |          0 |          5 |         31 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/rankingItem/rankingItem.jsx                               | JavaScript     |         77 |          0 |          6 |         83 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/rankingItem/rankingItem.style.jsx                         | JavaScript     |         36 |          0 |          8 |         44 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/responsiveContainer/responsiveContainer.jsx               | JavaScript     |         21 |          0 |          3 |         24 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/responsiveContainer/responsiveContainer.style.jsx         | JavaScript     |         27 |          0 |          3 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/roomUserItem/roomUserItem.jsx                             | JavaScript     |         79 |          0 |          8 |         87 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/roomUserItem/roomUserItem.style.jsx                       | JavaScript     |         32 |          0 |          7 |         39 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/slider.jsx                                         | JavaScript     |        217 |          2 |         19 |        238 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/slider.style.jsx                                   | JavaScript     |        129 |          0 |         10 |        139 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/sliderFakeDb.jsx                                   | JavaScript     |        316 |        139 |         16 |        471 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/slider/useWindowSize.jsx                                  | JavaScript     |         19 |          0 |          7 |         26 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/socialButton/socialButton.jsx                             | JavaScript     |         26 |          0 |          4 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/socialButton/socialButton.stories.jsx                     | JavaScript     |          8 |          0 |          4 |         12 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/socialButton/socialButton.style.jsx                       | JavaScript     |         17 |          0 |          4 |         21 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/waitingItem/waitingItem.jsx                               | JavaScript     |         46 |          0 |          6 |         52 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/modules/waitingItem/waitingItem.style.jsx                         | JavaScript     |         30 |          0 |          5 |         35 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Drawing/Drawing.jsx                                     | JavaScript     |        128 |          1 |         11 |        140 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Drawing/Drawing.style.jsx                               | JavaScript     |         76 |          0 |         11 |         87 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GameResults/GameResults.jsx                             | JavaScript     |         58 |          0 |          4 |         62 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GameResults/GameResults.style.jsx                       | JavaScript     |         48 |          0 |          8 |         56 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GuessWord/GuessWord.jsx                                 | JavaScript     |         67 |         12 |          7 |         86 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/GuessWord/GuessWord.style.jsx                           | JavaScript     |         28 |          0 |          6 |         34 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Home/Home.jsx                                           | JavaScript     |         37 |          0 |          4 |         41 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Home/Home.stories.jsx                                   | JavaScript     |          8 |          0 |          4 |         12 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Home/Home.style.jsx                                     | JavaScript     |         53 |          2 |          8 |         63 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/LeaderBoard/CustomHook.js                               | JavaScript     |         33 |          8 |          6 |         47 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/LeaderBoard/LeaderBoard.jsx                             | JavaScript     |         45 |          0 |          3 |         48 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/LeaderBoard/LeaderBoard.style.jsx                       | JavaScript     |         43 |          0 |          5 |         48 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Lobby/Lobby.jsx                                         | JavaScript     |         97 |          0 |          4 |        101 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Lobby/Lobby.style.jsx                                   | JavaScript     |         95 |          0 |         13 |        108 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Login/Login.jsx                                         | JavaScript     |         75 |          0 |         11 |         86 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Login/Login.style.jsx                                   | JavaScript     |         61 |          0 |         11 |         72 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/MyPage/MyPage.jsx                                       | JavaScript     |         74 |          0 |          5 |         79 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/MyPage/MyPage.style.jsx                                 | JavaScript     |         31 |          0 |          5 |         36 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/NewGame/NewGame.jsx                                     | JavaScript     |         93 |          1 |          5 |         99 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/NewGame/NewGame.style.jsx                               | JavaScript     |         95 |          0 |          7 |        102 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Register/Register.jsx                                   | JavaScript     |         68 |          0 |         10 |         78 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/Register/Register.style.jsx                             | JavaScript     |         61 |          0 |         11 |         72 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/SelectWord/SelectWord.jsx                               | JavaScript     |        107 |          3 |         17 |        127 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/SelectWord/SelectWord.stories.jsx                       | JavaScript     |         12 |          1 |          4 |         17 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/SelectWord/SelectWord.style.jsx                         | JavaScript     |         49 |          0 |          9 |         58 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/avatarModal/avatarModal.jsx                             | JavaScript     |         36 |          0 |          5 |         41 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/avatarModal/avatarModal.style.jsx                       | JavaScript     |         17 |          0 |          5 |         22 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/disconnectMessageModal/disconnectMessageModal.jsx       | JavaScript     |         42 |          0 |          5 |         47 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/disconnectMessageModal/disconnectMessageModal.style.jsx | JavaScript     |         45 |          0 |         11 |         56 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/enterCodeModal/enterCodeModal.jsx                       | JavaScript     |         26 |          0 |          4 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/enterCodeModal/enterCodeModal.style.jsx                 | JavaScript     |         34 |          0 |          5 |         39 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/errorMessageModal/errorMessageModal.jsx                 | JavaScript     |         49 |          0 |          5 |         54 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/errorMessageModal/errorMessageModal.style.jsx           | JavaScript     |         14 |          0 |          3 |         17 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/logoutModal/logoutModal.jsx                             | JavaScript     |         34 |          0 |          6 |         40 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/logoutModal/logoutModal.style.jsx                       | JavaScript     |         53 |          0 |         13 |         66 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/newGameModal/newGameModal.jsx                           | JavaScript     |         47 |          0 |          6 |         53 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/newGameModal/newGameModal.style.jsx                     | JavaScript     |         32 |          0 |          5 |         37 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/waitingModal/waitingModal.jsx                           | JavaScript     |         26 |          0 |          4 |         30 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/components/templates/waitingModal/waitingModal.style.jsx                     | JavaScript     |         37 |          0 |          9 |         46 |
| /Users/paulkim/Desktop/csProject/RPQ-client/src/contexts/GameContext.js                                                      | JavaScript     |         14 |          0 |          6 |         20 |
